,R,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Key,P/B,시작,종지,다음코드,Tempo,Inversion,,,,artist,Ban,Level,Chromatic Scale,Tension,Complexity,,코드 다양,코드 다양(3화음),코드 바뀜,코드 바뀜(3화음 기준),한마디 코드수,한마디 코드수(3화음),AY~BB,EvoM,Alternative,Country,folk,pop,Dance,EDM,Techno,Rock,E-listening,Classic,Ballad,RnB/Soul,Soul,R+S,Funk,Disco,Nu Disco,Hip Hop 1,Hip Hop 2,Boombap,Trap,Jazz,Lofi,K-pop,Trot,Ppong,T+P,Children,,15634,1564,6415,1364,6545,1645,1465,1545,12151,4536,3625,6251,1214,4125,44m1,5415,1451,42151,15471,678,선택안됨,이별,사랑,인생,향수,자연,기타,,,,,,,,,,,,,,,d
Heart Shaker - pc,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,G_s4,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Heart Shaker - pc,Twice,,,3%,3%,3%,1066,#DIV/0!,5,13,13,#DIV/0!,2,#DIV/0!,,,,,o,o,,,o,o,o,,,,,,,,,#DIV/0!,,,,,o,,,0,,Heart Shaker - pc,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Heart Shaker - c,C,,,,,,,,,,,,,,,,,,,,,,,,G/3,,,,,,,,Am_7,,,,,,,,,,,,,,,,,,,,,,,,C/5,,,,,,,,F_M7,,,,,,,,,,,,C/3,,,,,,,,,,,,C_M9/3,,,,,,,,D,,,,,,,,,,,,,,,,Fm,,,,,,,,,,,,,,,,C,,,,,,28.1%,,,Heart Shaker - c,Twice,,,5%,8%,7%,1067,#DIV/0!,9,17,17,#DIV/0!,3,#DIV/0!,o,,,,o,o,,,o,o,,,,,,,,,,#DIV/0!,,,,,o,,,0,,Heart Shaker - c,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
What is Love,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Em_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fm,,,,,,,,,,,,,,,,Fm_6,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,What is Love,Twice,,,5%,13%,9%,1067,#DIV/0!,5,9,9,#DIV/0!,2,#DIV/0!,o,,,,o,o,,,,m,,,,,,,,,,#DIV/0!,,,v,v,o,,,0,,What is Love,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Dal e chum - 1,Em,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,Em,,,,,,0.0%,,,Dal e chum - 1,Lim Kim,,2,0%,0%,0%,1068,#DIV/0!,2,7,7,#DIV/0!,2,#DIV/0!,,,,,o,o,,,,,,,,,,,,,o,#DIV/0!,,o,,,o,,,0,,Dal e chum - 1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Dal e chum - 2,Em,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Em,,,,,,0.0%,,,Dal e chum - 2,Lim Kim,,,30%,0%,15%,1068,#DIV/0!,3,3,3,#DIV/0!,2,#DIV/0!,,,,,o,o,,,,,,,,,,,,,o,#DIV/0!,,o,,,o,,,0,,Dal e chum - 2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Nuilliriya - 1,Am_(M7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,E,,,,,,,,Am_(M7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,E,,,,,,,,Am,,,,,,0.0%,,,Nuilliriya - 1,Lim Kim,,,18%,0%,9%,1068,#DIV/0!,4,11,11,#DIV/0!,3,#DIV/0!,,,,,o,o,,,,,,,,,,,,,,#DIV/0!,,,,,o,,,0,,Nuilliriya - 1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Dynamite - C,Am,,,,,,Dm_7,,,,,,,,G_7_s4,,,,,,,,C,,,,,,,,,,Am,,,,,,Dm_7,,,,,,,,G_7_s4,,,,,,,,C,,,,,,,,,,Am,,,,,,Dm_7,,,,,,,,G_7_s4,,,,,,,,C,,,,,,,,,,Am,,,,,,,,Dm_7,,,,,,,,G_7_s4,,,,,,C,,,,,,,,,,C,O,,,,,0.0%,,,Dynamite - C,BTS,,1,0%,14%,7%,1068,#DIV/0!,4,11,11,#DIV/0!,3,#DIV/0!,,,,,o,o,o,,,,,,,,,,o,,,#DIV/0!,,,,,o,,,0,,Dynamite - C,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamite - V,Am,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,G_7_s4,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,G_7_s4,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Dynamite - V,BTS,,1,0%,15%,8%,1068,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,o,,,,o,o,o,,,,,,,,,,o,,,#DIV/0!,,,,v,o,,,0,,Dynamite - V,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Boy With Luv,F,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,Em,,,,,,,,F_M7,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,Em,,,,,,,,F,,,,,,0.0%,,,Boy With Luv,BTS,,2,0%,3%,1%,1069,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,o,o,o,,,,,,,,,o,o,o,,#DIV/0!,,,,,o,,,0,,Boy With Luv,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Boy With Luv,F_M7,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,Em,,,,,,,,F_M7,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,Em,,,,,,,,F,,,,,,0.0%,,,Boy With Luv,BTS,,2,0%,5%,3%,1070,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,o,o,o,,,,,,,,,o,o,o,,#DIV/0!,,,,,o,,,0,,Boy With Luv,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Spring Day - v,C,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Spring Day - v,BTS,,1,0%,0%,0%,,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,o,o,o,,,,,,,,,,,,,#DIV/0!,,,,,o,,,0,,Spring Day - v,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Spring Day - c,C,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,,,,,F_M7,,,,,,,,,,,,,,,,Fm_6,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,Fm_6,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Spring Day - c,BTS,,,5%,8%,6%,,#DIV/0!,6,15,15,#DIV/0!,2,#DIV/0!,,,,,o,o,o,,,,,,,,,,,,,#DIV/0!,,,,,o,,,0,,Spring Day - c,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
On,Am_7,,,,,,,,,,,,,,,,Am_7/7,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,,,,,,,,,G_9,,,,E_7/3,,,,Am_7,,,,,,,,,,,,,,,,Am_7/7,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,,,,,,,,,G_9,,,,E_7/3,,,,Am,,,,,,31.3%,,,On,BTS,,1,1%,21%,11%,,#DIV/0!,5,15,15,#DIV/0!,3,#DIV/0!,,,,,o,o,o,o,,,,,,,,,,,,#DIV/0!,,,o,,o,,,0,,On,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Nae nai ga eottaeseo - i,C,,,,,,,,,,,,,,,,G_7,,,,,,,,Am,,,,,,,,Dm,,,,,,,,F,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Am,,,,,,,,G,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Nae nai ga eottaeseo - i,Oh Seunggeun,,2,0%,1%,1%,,#DIV/0!,6,19,19,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Nae nai ga eottaeseo - i,,,,,,,,,,,,,,,,,,,,,o,,o,,,,,,,,,,,,,,,,,,,
Nae nai ga eottaeseo - v1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Nae nai ga eottaeseo - v1,Oh Seunggeun,,1,0%,0%,0%,,#DIV/0!,5,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Nae nai ga eottaeseo - v1,,,,,,,,,,,,,,,,,,,,,o,,o,,,,,,,,,,,,,,,,,,,
Nae nai ga eottaeseo - v2,C,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Nae nai ga eottaeseo - v2,Oh Seunggeun,,1,0%,3%,1%,,#DIV/0!,5,13,13,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Nae nai ga eottaeseo - v2,,,,,,,,,,,,,,,,,,,,,o,,o,,,,,,,,,,,,,,,,,,,
Nae nai ga eottaeseo - c1,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Nae nai ga eottaeseo - c1,Oh Seunggeun,,1,0%,0%,0%,,#DIV/0!,5,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Nae nai ga eottaeseo - c1,,,,,,,,,,,,,,,,,,,,,o,,o,,,,,,,,,,,,,,,,,,,
Nae nai ga eottaeseo - c2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Nae nai ga eottaeseo - c2,Oh Seunggeun,,1,0%,0%,0%,,#DIV/0!,5,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Nae nai ga eottaeseo - c2,,,,,,,,,,,,,,,,,,,,,o,,o,,,,,,,,,,,,,,,,,,,
Sigyetbaneul - i,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,G,,,,,,,,G_7,,,,,,,,C,,,,,,,,,,,,,,,,C_6,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Sigyetbaneul - i,Shin yu,,1,0%,4%,2%,,#DIV/0!,4,13,13,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Sigyetbaneul - i,,,,,,,,,,,,,,,,,,,,,o,,,o,,,,,,,,,,,,,,,,,,
Sigyetbaneul - v1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Sigyetbaneul - v1,Shin yu,,1,0%,0%,0%,,#DIV/0!,3,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,o,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Sigyetbaneul - v1,,,,,,,,,,,,,,,,,,,,,o,,,o,,,,,,,,,,,,,,,,,,
Sigyetbaneul - v2,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Am,,,,,,,,C,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Sigyetbaneul - v2,Shin yu,,2,0%,0%,0%,,#DIV/0!,5,15,15,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Sigyetbaneul - v2,,,,,,,,,,,,,,,,,,,,,o,,,o,,,,,,,,,,,,,,,,,,
Sigyetbaneul - c1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Sigyetbaneul - c1,Shin yu,,1,0%,0%,0%,,#DIV/0!,5,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Sigyetbaneul - c1,,,,,,,,,,,,,,,,,,,,,o,,,o,,,,,,,,,,,,,,,,,,
Sigyetbaneul - c2,Am,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Sigyetbaneul - c2,Shin yu,,1,0%,0%,0%,,#DIV/0!,4,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Sigyetbaneul - c2,,,,,,,,,,,,,,,,,,,,,o,,,o,,,,,,,,,,,,,,,,,,
Sigyetbaneul - c3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Sigyetbaneul - c3,Shin yu,,1,0%,0%,0%,,#DIV/0!,4,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Sigyetbaneul - c3,,,,,,,,,,,,,,,,,,,,,o,,,o,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - I half,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,E,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,E,,,,Am,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,E,,,,,,,,,,,,Am,,,,E,,,,Am,,,,,,,,E,,,,,,,,,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - I half,Nam Insoo,,,9%,0%,4%,,#DIV/0!,4,27,27,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Ulmyeo hejin busanhang - I half,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - v  half,Am,,,,,,,,Dm,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,Dm,,,,E,,,,,,,,Am,,,,,,,,,,,,E,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - v  half,Nam Insoo,,4,6%,0%,3%,,#DIV/0!,4,20,20,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Ulmyeo hejin busanhang - v  half,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - c  half,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,Dm,,,,F,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,E,,,,Am,,,,E,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - c  half,Nam Insoo,,4,8%,0%,4%,,#DIV/0!,5,24,24,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Ulmyeo hejin busanhang - c  half,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - c  half,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,Dm,,,,F,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,E,,,,Am,,,,E,,,,Am,,,,,,,,,,,,Am_6,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - c  half,Nam Insoo,,4,8%,1%,4%,,#DIV/0!,5,25,25,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Ulmyeo hejin busanhang - c  half,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - I1,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - I1,Nam Insoo,,4,8%,0%,4%,,#DIV/0!,4,13,13,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Ulmyeo hejin busanhang - I1,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - I2,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,E,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - I2,Nam Insoo,,,9%,0%,4%,,#DIV/0!,3,19,19,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Ulmyeo hejin busanhang - I2,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - v ,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,Dm,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - v ,Nam Insoo,,4,6%,0%,3%,,#DIV/0!,4,15,15,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Ulmyeo hejin busanhang - v ,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - c1,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,F,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - c1,Nam Insoo,,,10%,0%,5%,,#DIV/0!,5,15,15,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Ulmyeo hejin busanhang - c1,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - c2,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - c2,Nam Insoo,,4,5%,0%,3%,,#DIV/0!,3,15,15,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Ulmyeo hejin busanhang - c2,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Ulmyeo hejin busanhang - c3,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,Am_6,,,,,,,,Am,,,,,,0.0%,,,Ulmyeo hejin busanhang - c3,Nam Insoo,,4,6%,1%,4%,,#DIV/0!,3,17,17,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Ulmyeo hejin busanhang - c3,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Gaseum apeuge - v half,Am_(M7),,,,,,,,,,,,E,,,,Am_(M7),,,,Dm,,,,E,,,,,,,,Am_(M7),,,,,,,,Dm,,,,,,,,Am_(M7),,,,,,,,,,,,,,,,Am_(M7),,,,,,,,,,,,,,,,Dm,,,,,,,,E,,,,,,,,Am_(M7),,,,,,,,,,,,E,,,,Am_(M7),,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Gaseum apeuge - v half,Nam Jin,,,17%,0%,8%,,#DIV/0!,4,23,23,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Gaseum apeuge - v half,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaseum apeuge - c1 half,E,,,,,,,,,,,,,,,,,,,,,,,,Am_(M7),,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am_(M7),,,,,,,,,,,,,,,,Dm,,,,,,,,Am,,,,E,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Gaseum apeuge - c1 half,Nam Jin,,,16%,0%,8%,,#DIV/0!,4,16,16,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Gaseum apeuge - c1 half,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
